shipment_id,customer_id,shipper_id,service_id,weight_kg,shipment_date,delivery_date,status,shipping_cost
15886,405,9,ECO4,68.33,2023-01-05,2023-01-22,Delivered,2593.1235
15887,594,13,STA8,28.06,2022-10-13,2022-10-31,Delivered,1041.8678
15888,571,4,ECO4,99.47,2022-01-03,2022-01-19,Delivered,3774.8865
15889,398,17,OVE11,98.65,2022-03-08,2022-03-29,Delivered,1341.64
15890,23,15,SEA7,32.82,2023-10-05,2023-10-11,Delivered,1186.1148
15891,62,16,EXP9,75.41,2022-02-22,2022-03-15,Delivered,1662.7905
15892,513,5,OVE11,7.23,2022-11-04,2022-11-23,Delivered,98.328
15893,437,10,ECO12,3.52,2022-01-01,,Pending,119.60959999999999
15894,436,7,ECO12,13.87,2022-04-16,2022-04-21,Delivered,471.3025999999999
15895,413,2,EXP1,78.33,2022-01-07,2022-01-25,Delivered,2158.7747999999997
15896,529,17,PRE10,53.58,2022-08-29,2022-09-20,Delivered,1112.3208
15897,158,8,PRE2,80.11,2023-10-22,2023-10-27,Delivered,690.5482
15898,85,19,STA8,83.53,2023-10-09,2023-10-31,Delivered,3101.4689000000003
15899,542,4,PRE10,24.02,2022-10-28,2022-11-12,Delivered,498.65520000000004
15900,262,11,OVE11,52.99,2022-05-19,2022-06-08,Delivered,720.664
15901,289,3,OVE11,3.97,2022-08-03,2022-08-23,Delivered,53.992000000000004
15902,443,11,ECO12,47.26,2023-06-05,2023-06-26,Delivered,1605.8947999999998
15903,113,7,ECO4,13.87,2022-05-17,2022-05-26,Delivered,526.3665
15904,297,2,ECO4,36.02,2022-08-27,2022-09-07,Delivered,1366.9590000000003
15905,349,13,PRE10,47.12,2023-10-07,2023-10-30,Delivered,978.2112000000001
15906,87,20,EXP1,68.37,2022-06-15,2022-06-29,Delivered,1884.2772
15907,85,7,SEA7,30.69,2022-12-29,2022-12-30,Delivered,1109.1366
15908,93,16,OVE11,66.82,2023-09-12,2023-09-20,Delivered,908.7519999999998
15909,405,4,PRE10,16.63,2022-10-10,2022-10-16,Delivered,345.2388
15910,491,17,STA8,13.29,2023-03-09,2023-03-15,Delivered,493.4577
15911,3,16,STA8,26.6,2022-01-13,2022-01-28,Delivered,987.6580000000001
15912,359,17,STA8,44.71,2022-04-08,2022-04-15,Delivered,1660.0823000000003
15913,573,7,PRE2,85.67,2022-11-23,2022-12-20,Delivered,738.4753999999999
15914,477,10,ECO4,33.68,2022-03-20,2022-03-30,Delivered,1278.1560000000002
15915,2,13,FRE5,44.04,2023-04-18,2023-05-16,Delivered,802.4087999999999
15916,63,19,PRE10,29.98,2023-01-14,2023-01-25,Delivered,622.3848
15917,62,9,EXP9,19.53,2022-11-17,2022-11-22,Delivered,430.6365
15918,325,4,STA8,90.94,2023-03-22,2023-04-21,Delivered,3376.6022000000003
15919,332,8,AIR6,20.26,2022-02-01,2022-02-05,Delivered,171.60220000000004
15920,37,1,FRE5,95.98,2023-05-05,2023-05-08,Delivered,1748.7556
15921,178,19,FRE5,36.36,2023-10-07,2023-10-24,Delivered,662.4792
15922,346,16,OVE11,63.91,2022-04-03,2022-05-01,Delivered,869.1759999999999
15923,26,20,OVE3,66.8,2022-11-12,2022-11-20,Delivered,3002.66
15924,288,9,EXP1,99.83,2023-11-15,2023-11-21,Delivered,2751.3147999999997
15925,563,17,SEA7,8.0,2022-11-18,2022-12-18,Delivered,289.12
15926,197,18,PRE2,2.85,2023-05-21,2023-06-02,Delivered,24.567
15927,231,17,AIR6,87.36,2023-09-15,2023-09-16,Delivered,739.9392
15928,468,12,STA8,17.41,2022-08-30,2022-09-16,Delivered,646.4333
15929,567,8,EXP9,20.45,2023-04-16,,Pending,450.9225
15930,305,3,PRE10,66.94,2023-02-15,2023-03-03,Delivered,1389.6744
15931,117,16,ECO12,21.28,2023-05-25,,Pending,723.0944
15932,430,5,STA8,47.75,2022-09-12,,Pending,1772.9575000000002
15933,145,13,STA8,25.6,2022-01-09,2022-01-29,Delivered,950.5280000000001
15934,146,14,OVE11,52.3,2023-10-31,2023-11-09,Delivered,711.28
15935,578,15,EXP9,78.26,2023-01-05,2023-01-28,Delivered,1725.6330000000003
15936,71,12,AIR6,83.2,2023-05-25,2023-06-18,Delivered,704.7040000000001
15937,177,17,OVE11,89.0,2022-07-26,2022-08-19,Delivered,1210.3999999999999
15938,380,8,ECO12,58.25,2023-05-28,2023-06-05,Delivered,1979.3349999999998
15939,400,8,AIR6,87.01,2023-08-19,2023-08-30,Delivered,736.9747000000001
15940,388,1,AIR6,35.31,2023-07-22,,Pending,299.07570000000004
15941,364,6,ECO12,73.35,2023-06-19,2023-07-07,Delivered,2492.4329999999995
15942,336,10,SEA7,61.86,2022-03-29,2022-04-03,Delivered,2235.6204
15943,387,4,PRE2,99.33,2022-05-26,2022-06-16,Delivered,856.2245999999999
15944,66,9,ECO4,86.69,2022-03-21,2022-04-02,Delivered,3289.8855000000003
15945,116,18,AIR6,71.01,2022-06-08,2022-07-07,Delivered,601.4547000000001
15946,306,1,ECO4,83.09,2022-05-20,2022-06-18,Delivered,3153.2655000000004
15947,213,3,STA8,2.08,2022-12-19,2022-12-30,Delivered,77.2304
15948,552,4,PRE10,84.81,2023-01-29,2023-02-10,Delivered,1760.6556000000003
15949,285,17,ECO4,13.98,2023-09-12,2023-10-07,Delivered,530.541
15950,343,2,STA8,2.14,2023-08-20,2023-09-04,Delivered,79.4582
15951,63,9,EXP9,17.86,2023-10-13,2023-10-24,Delivered,393.813
15952,317,15,STA8,59.39,2022-10-17,2022-10-26,Delivered,2205.1507
15953,77,6,PRE10,36.27,2023-09-09,2023-09-27,Delivered,752.9652000000001
15954,30,7,EXP1,43.66,2022-02-15,,Pending,1203.2695999999999
15955,94,10,OVE11,24.14,2023-03-01,2023-03-30,Delivered,328.304
15956,300,16,OVE11,90.43,2022-05-14,2022-06-04,Delivered,1229.848
15957,375,3,PRE10,53.97,2022-02-14,2022-03-11,Delivered,1120.4172
15958,583,11,STA8,86.57,2023-11-28,2023-12-12,Delivered,3214.3441
15959,407,10,EXP9,84.0,2023-03-31,2023-04-24,Delivered,1852.2
15960,153,18,ECO12,61.5,2022-08-23,,Pending,2089.77
15961,337,2,PRE2,11.66,2023-10-18,2023-11-02,Delivered,100.50919999999999
15962,255,14,EXP1,53.2,2022-07-13,2022-07-20,Delivered,1466.192
15963,87,12,PRE2,21.02,2023-03-16,2023-03-20,Delivered,181.1924
15964,535,4,OVE3,60.75,2023-05-25,2023-05-29,Delivered,2730.7125
15965,472,14,ECO4,82.51,2023-10-21,,Pending,3131.2545000000005
15966,114,6,EXP9,49.7,2023-12-03,2023-12-29,Delivered,1095.885
15967,593,5,ECO12,65.33,2023-02-17,2023-02-28,Delivered,2219.9134
15968,372,2,AIR6,95.89,2022-03-31,,Pending,812.1883
15969,325,3,PRE10,92.35,2023-04-06,2023-05-05,Delivered,1917.186
15970,218,9,EXP1,43.5,2022-01-23,2022-02-22,Delivered,1198.86
15971,323,13,EXP1,31.83,2023-02-01,2023-02-21,Delivered,877.2348
15972,112,1,AIR6,2.54,2022-05-17,2022-06-07,Delivered,21.513800000000003
15973,292,1,ECO4,11.18,2022-05-17,2022-06-10,Delivered,424.281
15974,462,5,EXP1,24.76,2023-02-11,2023-03-01,Delivered,682.3856000000001
15975,472,2,PRE2,88.3,2022-05-11,2022-05-30,Delivered,761.146
15976,10,9,OVE11,34.47,2022-01-30,,Pending,468.792
15977,542,3,EXP9,69.18,2022-09-17,2022-10-12,Delivered,1525.419
15978,572,18,EXP9,87.4,2023-08-02,2023-08-31,Delivered,1927.1700000000003
15979,440,1,ECO4,24.71,2023-01-17,2023-02-05,Delivered,937.7445000000001
15980,483,6,OVE3,48.92,2022-01-04,2022-01-20,Delivered,2198.954
15981,571,20,EXP1,8.21,2023-02-21,2023-03-02,Delivered,226.26760000000002
15982,304,15,STA8,42.59,2023-04-07,2023-04-26,Delivered,1581.3667000000003
15983,275,3,AIR6,27.3,2023-06-12,2023-06-18,Delivered,231.23100000000002
15984,555,5,PRE2,99.99,2023-09-15,2023-10-07,Delivered,861.9137999999999
15985,166,10,EXP1,46.52,2023-12-07,2024-01-04,Delivered,1282.0912
15986,320,11,SEA7,76.71,2023-07-27,2023-08-26,Delivered,2772.2994
15987,266,18,OVE3,35.7,2022-05-10,2022-06-06,Delivered,1604.7150000000001
15988,246,2,SEA7,12.99,2022-10-18,2022-11-02,Delivered,469.4586
15989,189,1,PRE2,65.61,2023-01-11,,Pending,565.5581999999999
15990,185,15,OVE11,22.05,2023-05-15,2023-06-13,Delivered,299.88
15991,424,16,SEA7,7.05,2022-04-20,2022-04-24,Delivered,254.787
15992,230,1,ECO4,75.77,2022-02-10,2022-02-19,Delivered,2875.4715
15993,84,10,OVE11,90.54,2022-03-22,2022-04-03,Delivered,1231.344
15994,386,20,ECO12,25.02,2023-08-11,2023-08-23,Delivered,850.1795999999999
15995,160,16,FRE5,77.08,2022-08-12,2022-08-23,Delivered,1404.3975999999998
15996,405,6,PRE10,57.81,2022-05-14,2022-05-26,Delivered,1200.1356
15997,492,3,SEA7,75.94,2023-04-05,2023-04-21,Delivered,2744.4716
15998,72,6,OVE3,66.01,2022-03-18,2022-04-11,Delivered,2967.1495000000004
15999,359,16,PRE10,89.89,2022-05-19,2022-06-13,Delivered,1866.1164
16000,93,5,EXP1,53.87,2022-08-17,2022-08-19,Delivered,1484.6571999999999
16001,534,9,ECO12,72.27,2022-10-06,2022-10-14,Delivered,2455.7346
16002,435,13,ECO12,61.56,2022-05-18,2022-06-07,Delivered,2091.8088
16003,480,17,FRE5,88.61,2022-06-11,2022-06-23,Delivered,1614.4741999999999
16004,227,2,PRE10,0.55,2022-08-16,2022-09-12,Delivered,11.418000000000001
16005,593,6,PRE2,1.23,2023-10-19,2023-10-26,Delivered,10.602599999999999
16006,28,2,STA8,60.74,2022-11-15,2022-12-04,Delivered,2255.2762000000002
16007,131,5,PRE2,54.35,2022-08-12,2022-08-26,Delivered,468.49699999999996
16008,540,9,PRE2,9.04,2022-02-28,2022-03-19,Delivered,77.92479999999999
16009,442,5,STA8,15.16,2022-03-17,2022-03-23,Delivered,562.8908
16010,553,9,EXP9,96.21,2022-10-13,2022-10-20,Delivered,2121.4305
16011,437,11,PRE10,2.61,2023-09-03,2023-09-29,Delivered,54.1836
16012,305,5,AIR6,78.15,2023-03-04,2023-03-10,Delivered,661.9305
16013,572,16,STA8,16.0,2023-10-21,2023-11-11,Delivered,594.08
16014,447,16,ECO4,14.78,2022-03-02,2022-03-07,Delivered,560.9010000000001
16015,560,6,ECO4,41.68,2022-07-02,2022-07-06,Delivered,1581.756
16016,380,11,PRE10,84.2,2022-06-02,2022-06-20,Delivered,1747.9920000000002
16017,9,17,ECO4,48.69,2022-10-20,2022-11-02,Delivered,1847.7855
16018,275,10,PRE2,4.73,2022-07-18,,Pending,40.7726
16019,299,2,ECO4,27.58,2022-06-29,2022-07-05,Delivered,1046.661
16020,533,2,EXP9,10.65,2022-08-12,2022-08-31,Delivered,234.8325
16021,396,16,EXP1,98.95,2023-03-03,2023-03-09,Delivered,2727.062
16022,393,3,EXP9,14.26,2022-06-01,2022-06-14,Delivered,314.433
16023,599,7,EXP1,47.05,2023-04-05,2023-04-22,Delivered,1296.6979999999999
16024,315,14,AIR6,10.23,2022-01-07,2022-02-04,Delivered,86.64810000000001
16025,387,10,ECO12,56.25,2022-05-04,2022-05-06,Delivered,1911.3749999999998
16026,298,16,PRE2,67.73,2022-01-28,2022-02-02,Delivered,583.8326
16027,414,12,OVE11,64.7,2022-05-29,2022-06-14,Delivered,879.92
16028,401,16,ECO12,11.13,2023-07-31,2023-08-25,Delivered,378.1974
16029,436,11,FRE5,2.09,2022-04-04,2022-04-08,Delivered,38.07979999999999
16030,270,13,EXP9,90.71,2023-11-18,2023-12-16,Delivered,2000.1554999999998
16031,357,15,OVE3,66.63,2023-08-29,2023-09-03,Delivered,2995.0185
16032,105,7,PRE2,2.49,2022-11-18,2022-11-29,Delivered,21.4638
16033,486,5,EXP9,57.54,2022-04-18,2022-04-21,Delivered,1268.757
16034,434,13,SEA7,83.7,2023-07-11,2023-08-08,Delivered,3024.918
16035,479,19,PRE2,25.09,2023-08-30,2023-09-04,Delivered,216.27579999999998
16036,145,12,AIR6,68.35,2022-03-20,2022-04-07,Delivered,578.9245
16037,38,15,ECO4,5.31,2022-11-07,2022-11-16,Delivered,201.5145
16038,168,3,OVE11,54.23,2022-05-17,2022-06-01,Delivered,737.5279999999999
16039,465,9,ECO4,46.28,2022-12-24,2023-01-06,Delivered,1756.3260000000002
16040,221,1,SEA7,95.78,2022-01-23,2022-02-02,Delivered,3461.4892
16041,164,20,PRE2,58.26,2023-10-01,2023-10-07,Delivered,502.2011999999999
16042,50,3,SEA7,41.09,2022-09-28,2022-10-21,Delivered,1484.9926
16043,60,12,PRE2,29.84,2022-10-08,2022-10-23,Delivered,257.2208
16044,574,12,EXP9,47.94,2023-02-23,2023-03-02,Delivered,1057.077
16045,346,11,PRE10,99.88,2023-09-30,2023-10-01,Delivered,2073.5088
16046,521,14,STA8,68.44,2023-06-19,2023-06-27,Delivered,2541.1772
16047,122,1,ECO12,26.03,2023-02-09,2023-03-03,Delivered,884.4993999999999
16048,16,3,ECO12,80.4,2023-12-28,2024-01-25,Delivered,2731.9919999999997
16049,232,9,EXP1,65.93,2022-01-12,2022-02-04,Delivered,1817.0308
16050,306,8,OVE3,87.74,2023-12-12,2024-01-04,Delivered,3943.913
16051,393,2,ECO12,67.87,2022-06-26,2022-06-30,Delivered,2306.2226
16052,415,6,EXP9,14.2,2022-12-03,2022-12-04,Delivered,313.11
16053,265,15,SEA7,33.35,2023-04-02,,Pending,1205.269
16054,537,10,ECO4,39.28,2022-12-01,2022-12-11,Delivered,1490.6760000000002
16055,554,11,SEA7,34.26,2022-03-02,2022-03-03,Delivered,1238.1563999999998
16056,442,4,STA8,58.43,2022-03-13,2022-04-01,Delivered,2169.5059
16057,171,18,ECO4,68.02,2023-01-14,2023-01-24,Delivered,2581.359
16058,571,15,PRE2,82.19,2023-02-24,2023-02-28,Delivered,708.4777999999999
16059,437,2,AIR6,19.98,2023-12-04,2023-12-30,Delivered,169.2306
16060,259,4,AIR6,90.47,2022-08-07,2022-09-03,Delivered,766.2809000000001
16061,153,9,FRE5,62.78,2022-07-11,,Pending,1143.8516
16062,170,7,OVE3,28.02,2022-08-23,,Pending,1259.499
16063,81,6,EXP1,45.16,2023-04-03,2023-04-29,Delivered,1244.6095999999998
16064,441,11,FRE5,69.87,2023-02-12,2023-03-13,Delivered,1273.0314
16065,332,15,OVE3,41.49,2022-06-15,2022-06-18,Delivered,1864.9755000000002
16066,555,1,PRE10,33.89,2022-03-04,2022-03-16,Delivered,703.5564
16067,80,13,FRE5,7.86,2023-02-17,2023-03-15,Delivered,143.2092
16068,122,7,OVE3,50.32,2023-09-24,2023-10-10,Delivered,2261.884
16069,523,6,PRE10,27.9,2022-07-18,,Pending,579.2040000000001
16070,465,10,EXP1,47.62,2022-01-10,,Pending,1312.4071999999999
16071,104,12,ECO4,37.05,2022-09-18,2022-10-03,Delivered,1406.0475
16072,90,10,PRE10,72.92,2022-11-07,2022-11-25,Delivered,1513.8192000000001
16073,217,12,OVE11,93.25,2022-04-25,2022-05-10,Delivered,1268.2
16074,519,9,EXP1,76.59,2022-08-01,2022-08-26,Delivered,2110.8204
16075,216,4,FRE5,76.7,2022-09-14,2022-09-24,Delivered,1397.474
16076,259,13,OVE11,70.36,2022-08-09,2022-08-22,Delivered,956.896
16077,543,5,OVE3,57.55,2023-05-17,2023-06-15,Delivered,2586.8725
16078,188,13,OVE11,56.14,2023-11-25,2023-11-26,Delivered,763.504
16079,525,7,SEA7,4.58,2022-09-09,2022-09-28,Delivered,165.5212
16080,210,6,ECO12,54.07,2023-04-13,2023-04-15,Delivered,1837.2985999999999
16081,229,15,OVE3,7.11,2022-04-27,2022-05-07,Delivered,319.59450000000004
16082,578,2,OVE3,28.43,2023-01-29,2023-02-04,Delivered,1277.9285
16083,308,8,AIR6,32.6,2023-07-04,2023-07-10,Delivered,276.122
16084,534,14,ECO4,15.81,2023-10-04,,Pending,599.9895
16085,326,15,EXP1,63.42,2023-10-12,2023-10-20,Delivered,1747.8552
16086,184,14,PRE2,14.14,2023-05-18,2023-05-24,Delivered,121.8868
16087,165,17,STA8,47.35,2023-08-10,2023-08-27,Delivered,1758.1055000000001
16088,582,5,SEA7,99.49,2023-02-19,2023-03-06,Delivered,3595.5686
16089,501,4,ECO4,26.12,2023-11-19,2023-11-26,Delivered,991.2540000000001
16090,591,8,FRE5,6.33,2022-06-15,2022-07-02,Delivered,115.3326
16091,219,14,OVE3,57.41,2023-05-08,2023-06-05,Delivered,2580.5795
16092,117,14,EXP1,54.65,2022-08-16,2022-08-31,Delivered,1506.154
16093,557,12,OVE3,29.38,2023-10-30,2023-11-29,Delivered,1320.631
16094,118,19,PRE2,41.81,2023-06-10,2023-07-05,Delivered,360.4022
16095,111,7,EXP1,62.1,2022-01-17,2022-01-20,Delivered,1711.4759999999999
16096,67,20,OVE3,7.85,2022-11-25,2022-12-20,Delivered,352.8575
16097,41,14,PRE2,78.88,2023-05-06,2023-05-07,Delivered,679.9455999999999
16098,557,3,STA8,90.61,2023-12-29,2024-01-14,Delivered,3364.3493000000003
16099,425,2,STA8,96.3,2023-10-27,2023-11-09,Delivered,3575.619
16100,329,2,ECO4,10.7,2023-12-12,2023-12-16,Delivered,406.065
16101,170,3,FRE5,75.64,2022-03-14,2022-04-06,Delivered,1378.1607999999999
16102,262,2,EXP1,60.95,2023-01-13,2023-01-22,Delivered,1679.782
16103,155,17,AIR6,16.06,2023-09-10,2023-09-15,Delivered,136.0282
16104,1,18,AIR6,65.69,2022-06-12,2022-06-27,Delivered,556.3943
16105,33,3,SEA7,70.31,2022-12-17,2023-01-14,Delivered,2541.0034
16106,131,17,ECO12,3.51,2022-07-18,2022-07-19,Delivered,119.26979999999998
16107,253,19,PRE10,87.91,2022-07-30,2022-08-13,Delivered,1825.0116
16108,383,7,SEA7,23.6,2023-09-03,2023-10-03,Delivered,852.9040000000001
16109,94,15,AIR6,46.65,2022-06-12,2022-06-22,Delivered,395.12550000000005
16110,191,6,OVE11,46.49,2023-06-01,2023-06-12,Delivered,632.264
16111,492,12,AIR6,56.19,2023-07-19,,Pending,475.9293
16112,13,10,EXP9,77.01,2022-02-12,2022-03-13,Delivered,1698.0705000000003
16113,105,6,OVE3,16.74,2023-08-13,2023-08-17,Delivered,752.463
16114,79,18,EXP9,69.03,2022-02-17,2022-02-26,Delivered,1522.1115
16115,330,11,EXP9,20.77,2022-03-07,2022-03-28,Delivered,457.9785
16116,145,15,OVE11,28.01,2023-10-14,2023-10-31,Delivered,380.93600000000004
16117,486,2,AIR6,82.18,2022-02-06,2022-02-25,Delivered,696.0646000000002
16118,250,17,OVE3,80.12,2022-05-06,2022-06-01,Delivered,3601.3940000000002
16119,513,9,STA8,93.04,2023-11-23,2023-12-18,Delivered,3454.5752000000007
16120,350,7,EXP1,7.63,2023-05-21,2023-06-20,Delivered,210.28279999999998
16121,51,1,STA8,26.04,2023-06-17,2023-07-16,Delivered,966.8652000000001
16122,31,15,OVE11,91.99,2022-02-14,2022-02-26,Delivered,1251.0639999999999
16123,84,12,EXP1,70.32,2022-02-13,2022-02-26,Delivered,1938.0191999999997
16124,273,19,PRE10,37.29,2023-08-13,2023-08-19,Delivered,774.1404
16125,468,9,PRE10,54.65,2023-06-30,2023-07-13,Delivered,1134.534
16126,147,19,PRE2,51.24,2022-10-28,2022-11-17,Delivered,441.68879999999996
16127,11,7,PRE2,75.56,2023-09-17,2023-09-19,Delivered,651.3272
16128,360,19,AIR6,62.46,2023-10-30,2023-11-07,Delivered,529.0362
16129,543,3,OVE11,31.76,2022-07-29,2022-08-10,Delivered,431.93600000000004
16130,148,6,EXP9,73.0,2022-08-16,2022-09-15,Delivered,1609.65
16131,117,6,PRE2,99.63,2023-12-05,,Pending,858.8105999999999
16132,229,2,EXP9,90.35,2022-12-30,2023-01-09,Delivered,1992.2175
16133,306,11,STA8,10.4,2022-08-22,2022-09-17,Delivered,386.15200000000004
16134,266,19,SEA7,95.16,2022-09-02,2022-09-10,Delivered,3439.0824
16135,568,2,ECO4,42.51,2022-04-01,,Pending,1613.2545
16136,485,8,AIR6,48.71,2022-03-14,2022-03-28,Delivered,412.57370000000003
16137,442,11,ECO4,48.26,2022-08-21,2022-08-23,Delivered,1831.467
16138,462,7,ECO4,9.41,2022-04-12,2022-05-09,Delivered,357.1095
16139,549,2,PRE2,18.02,2023-11-26,2023-12-01,Delivered,155.33239999999998
16140,325,2,ECO12,53.58,2023-09-12,2023-10-02,Delivered,1820.6483999999998
16141,441,17,PRE10,17.41,2023-03-24,2023-04-08,Delivered,361.4316
16142,49,4,OVE11,28.15,2022-11-02,2022-11-28,Delivered,382.84
16143,516,10,FRE5,78.87,2022-10-27,2022-11-02,Delivered,1437.0114
16144,235,4,AIR6,17.28,2023-09-26,,Pending,146.3616
16145,164,13,OVE11,96.47,2023-09-04,2023-09-10,Delivered,1311.992
16146,14,4,OVE11,3.61,2022-08-20,2022-09-05,Delivered,49.096
16147,288,3,AIR6,81.94,2022-11-09,2022-11-15,Delivered,694.0318000000001
16148,421,11,PRE2,6.74,2022-05-05,2022-05-26,Delivered,58.0988
16149,516,9,PRE2,67.61,2022-10-18,2022-10-31,Delivered,582.7982
16150,594,16,FRE5,96.03,2022-08-23,2022-09-06,Delivered,1749.6666
16151,153,5,ECO4,22.25,2023-12-09,2024-01-07,Delivered,844.3875
16152,205,14,OVE11,2.17,2022-05-04,2022-06-02,Delivered,29.511999999999997
16153,187,13,STA8,96.46,2023-04-25,2023-05-24,Delivered,3581.5598
16154,276,6,AIR6,40.13,2022-07-15,,Pending,339.90110000000004
16155,240,5,AIR6,57.18,2023-05-18,2023-05-25,Delivered,484.31460000000004
16156,543,13,FRE5,50.31,2023-08-15,2023-09-13,Delivered,916.6482
16157,257,12,AIR6,83.47,2022-04-19,2022-05-15,Delivered,706.9909
16158,283,8,OVE11,86.1,2022-03-10,2022-03-13,Delivered,1170.9599999999998
16159,321,8,EXP9,67.04,2022-02-04,2022-02-16,Delivered,1478.2320000000002
16160,250,9,EXP9,47.44,2023-07-08,2023-08-07,Delivered,1046.052
16161,357,7,PRE2,36.5,2023-06-09,2023-06-27,Delivered,314.63
16162,418,16,SEA7,80.91,2023-03-22,,Pending,2924.0874
16163,115,19,SEA7,59.24,2022-03-28,2022-04-07,Delivered,2140.9336000000003
16164,89,4,SEA7,17.8,2023-04-28,,Pending,643.292
16165,413,14,FRE5,4.78,2023-11-11,2023-12-06,Delivered,87.0916
16166,307,3,EXP9,86.26,2023-01-31,2023-02-05,Delivered,1902.0330000000001
16167,535,13,EXP1,31.84,2022-03-17,2022-04-13,Delivered,877.5104
16168,470,4,OVE3,41.09,2023-08-24,2023-09-05,Delivered,1846.9955000000002
16169,314,10,ECO4,77.24,2022-12-19,2023-01-10,Delivered,2931.258
16170,564,1,PRE2,7.31,2023-06-05,2023-06-09,Delivered,63.01219999999999
16171,389,8,STA8,0.59,2023-07-05,2023-07-21,Delivered,21.9067
16172,235,19,OVE11,65.76,2023-09-28,2023-09-30,Delivered,894.336
16173,429,5,EXP1,99.45,2023-09-29,2023-10-16,Delivered,2740.842
16174,298,2,EXP9,10.61,2022-08-05,,Pending,233.9505
16175,348,6,AIR6,63.22,2023-03-01,2023-03-09,Delivered,535.4734000000001
16176,313,1,STA8,60.17,2023-03-13,2023-04-04,Delivered,2234.1121000000003
16177,61,7,ECO4,28.07,2022-04-23,2022-05-20,Delivered,1065.2565000000002
16178,254,18,OVE3,94.38,2022-04-11,,Pending,4242.381
16179,396,7,AIR6,4.85,2022-01-21,2022-01-31,Delivered,41.0795
16180,59,10,PRE10,42.34,2023-05-13,2023-06-10,Delivered,878.9784000000002
16181,427,4,FRE5,66.11,2023-08-18,2023-09-04,Delivered,1204.5241999999998
16182,175,12,FRE5,13.39,2022-04-21,2022-05-03,Delivered,243.9658
16183,40,13,EXP1,89.52,2022-06-08,2022-06-25,Delivered,2467.1711999999998
16184,501,15,EXP1,22.88,2022-08-24,2022-09-16,Delivered,630.5727999999999
16185,215,12,PRE10,61.77,2023-03-16,2023-04-04,Delivered,1282.3452000000002
16186,78,11,EXP1,5.19,2022-05-05,2022-06-02,Delivered,143.03640000000001
16187,254,10,SEA7,39.49,2023-07-31,,Pending,1427.1686000000002
16188,5,17,ECO12,11.3,2023-01-11,2023-02-09,Delivered,383.974
16189,28,5,SEA7,62.4,2023-10-15,2023-10-20,Delivered,2255.136
16190,279,12,OVE3,59.53,2022-07-06,,Pending,2675.8735
16191,540,9,OVE3,97.37,2022-09-10,2022-09-24,Delivered,4376.7815
16192,414,5,AIR6,81.14,2022-02-14,2022-02-24,Delivered,687.2558
16193,360,18,PRE10,27.35,2023-11-16,2023-12-11,Delivered,567.7860000000001
16194,106,1,OVE11,0.9,2023-12-29,2023-12-31,Delivered,12.24
16195,215,13,OVE11,75.47,2022-01-03,2022-01-11,Delivered,1026.392
16196,372,20,ECO4,13.43,2022-02-04,2022-02-28,Delivered,509.66850000000005
16197,175,20,EXP1,13.66,2023-06-28,2023-07-25,Delivered,376.4696
16198,377,13,STA8,50.33,2022-10-28,,Pending,1868.7529
16199,334,10,EXP9,85.12,2023-10-12,2023-10-31,Delivered,1876.8960000000002
16200,500,7,SEA7,52.04,2022-06-17,2022-06-25,Delivered,1880.7256
16201,220,19,ECO12,11.0,2023-06-05,2023-06-25,Delivered,373.78
16202,66,11,OVE11,79.44,2022-03-20,,Pending,1080.384
16203,109,17,PRE2,48.74,2022-08-14,2022-09-11,Delivered,420.1388
16204,493,9,SEA7,83.22,2023-02-21,2023-03-15,Delivered,3007.5708
16205,31,13,OVE3,1.01,2023-07-10,,Pending,45.3995
16206,3,5,AIR6,84.23,2023-04-30,2023-05-01,Delivered,713.4281000000001
16207,421,16,ECO4,43.8,2023-04-08,2023-04-24,Delivered,1662.21
16208,75,13,STA8,39.66,2022-06-24,2022-07-10,Delivered,1472.5758
16209,58,7,FRE5,72.72,2023-04-12,2023-04-30,Delivered,1324.9584
16210,15,5,OVE11,40.03,2022-11-19,2022-12-09,Delivered,544.408
16211,415,10,FRE5,28.48,2023-05-06,2023-06-02,Delivered,518.9055999999999
16212,132,12,EXP9,81.88,2022-11-13,2022-11-29,Delivered,1805.454
16213,219,19,ECO4,39.63,2023-01-02,2023-01-10,Delivered,1503.9585000000002
16214,433,8,OVE3,79.23,2023-09-24,2023-10-14,Delivered,3561.3885000000005
16215,581,2,ECO12,65.52,2022-08-25,2022-09-22,Delivered,2226.3695999999995
16216,342,9,PRE10,26.48,2022-01-02,2022-01-10,Delivered,549.7248000000001
16217,72,3,OVE11,26.55,2022-04-10,2022-05-04,Delivered,361.08
16218,83,12,OVE11,17.62,2022-10-20,2022-10-26,Delivered,239.632
16219,39,3,EXP9,81.19,2023-02-14,2023-02-22,Delivered,1790.2395
16220,325,16,ECO12,2.28,2023-11-16,2023-11-26,Delivered,77.47439999999999
16221,198,7,AIR6,96.56,2023-09-13,2023-09-18,Delivered,817.8632000000001
16222,266,2,FRE5,37.86,2023-12-25,,Pending,689.8091999999999
16223,509,17,PRE10,24.73,2022-02-03,2022-02-06,Delivered,513.3948
16224,510,13,PRE10,27.54,2022-01-31,2022-02-14,Delivered,571.7304
16225,240,7,ECO4,56.58,2023-11-14,2023-11-16,Delivered,2147.2110000000002
16226,67,2,STA8,5.69,2022-05-15,2022-06-06,Delivered,211.26970000000003
16227,76,18,ECO12,33.01,2023-08-16,2023-09-08,Delivered,1121.6798
